Cohort ID	Likelihood Weights	Mortality Prob
0	9.268313882762268e-13	0.1334044009405148
1	1.124195172714961e-14	0.19406489868843163
2	0.0008737516951121767	0.05002287496346898
3	1.9664148820601522e-11	0.11046651452636796
4	8.016428916630713e-09	0.07935117816342262
5	4.2708024664936365e-06	0.06846771895375957
6	3.758955484234643e-09	0.08725204227553418
7	7.756834966158936e-12	0.11911214540860955
8	1.565579464286498e-12	0.129353494846134
9	2.2511468609093417e-13	0.1577633468006714
10	1.5726517012283906e-12	0.13383890288065897
11	2.8020794781676265e-14	0.1870439000793519
12	9.946673237753635e-10	0.09089044994630349
13	5.7796321082730265e-15	0.2256234872781891
14	0.002721851292722963	0.055477518639585235
15	6.288712681966871e-15	0.18409350203568048
16	2.485487247884118e-12	0.1334609604734254
17	1.3660460508735178e-13	0.16173796568915033
18	1.8255427821922183e-07	0.07807738771904676
19	1.23988998992886e-09	0.08962029781697577
20	9.61653505225912e-15	0.21014891373510736
21	9.43626423842413e-16	0.24365231514387953
22	2.3198518182485587e-11	0.11268483563184857
23	9.456772969851963e-15	0.1884645231338628
24	3.633690217071824e-15	0.22527783045920768
25	1.931360881802294e-15	0.22892133270076948
26	9.802882459459666e-07	0.0670088422739556
27	3.3885738729079697e-05	0.05781095664657648
28	8.042665499408697e-09	0.08396608391291378
29	3.4205001111216764e-15	0.22562850068588264
30	4.268590195934124e-07	0.06966936676661002
31	1.28227369653867e-12	0.13422152500101042
32	1.2163543530117833e-15	0.24157790603010038
33	1.995212298952787e-13	0.15663305699460342
34	1.8106037939176115e-14	0.18837542279009467
35	1.0579919415390084e-11	0.1131031262012126
36	2.2914937672302123e-14	0.18730018553631672
37	2.85789456063255e-15	0.21692513437947458
38	0.029109075168772754	0.05365765546883836
39	1.3559832309123474e-14	0.20002886298899353
40	1.1466026723120364e-15	0.24777221778129893
41	9.474956448285812e-15	0.1996331308759679
42	1.9412592746501682e-11	0.10608879841288105
43	7.24222258645524e-15	0.20785586569029774
44	2.4583341464885405e-07	0.07064520131552841
45	4.001888953003719e-13	0.13957870523518104
46	1.8075940429597678e-15	0.2317191006186191
47	1.0355677880198546e-10	0.1087228296747359
48	9.818710696092475e-12	0.10755506771726975
49	6.42297612833996e-08	0.07600571442365554
50	0.021183900157826605	0.05387339157405942
51	2.1578155070007428e-14	0.18576710658797818
52	4.957130194474259e-10	0.09232562320001181
53	9.906316875962057e-11	0.10310933187444525
54	2.0195609121561357e-13	0.14831463185606766
55	4.702559323984598e-05	0.06067250902341608
56	2.6474784243355294e-14	0.16482352109840262
57	3.6830669464559253e-09	0.07934571498116204
58	7.715030441266113e-14	0.16786110738065685
59	1.000981177991966e-14	0.18995167200418622
60	8.700696389113472e-07	0.07046688576556517
61	1.0194732637148785e-12	0.13281119756391369
62	8.866780653394912e-15	0.18888003154554905
63	1.1446431375553836e-12	0.13283585390538055
64	3.057910659056975e-05	0.05999069178921743
65	2.1883303424268813e-13	0.15717928118310232
66	1.839787695983287e-14	0.1827589290439578
67	1.241996818082148e-13	0.15297782241166172
68	3.218068624346605e-15	0.2389189511981627
69	2.890484837457298e-13	0.1673110081003986
70	3.8523756231692744e-15	0.2306803830575767
71	1.4012183326934422e-08	0.07749494082924752
72	5.1479100864034076e-08	0.07785526945015171
73	7.634655563161064e-15	0.21147825774190476
74	1.9381354066137224e-12	0.12953536739710672
75	2.1085384635563426e-08	0.08307083942338656
76	1.8794712500738034e-15	0.23550171607920678
77	1.093869417658893e-11	0.11955317194910131
78	6.485900452317615e-15	0.2001624206272311
79	1.0370167736939825e-14	0.19519959707009032
80	3.56955711055635e-15	0.22666121824116198
81	4.651536643123186e-14	0.17473444141112177
82	1.1464811864577816e-14	0.20018848680546747
83	2.5521829657590696e-12	0.11977966839556851
84	3.653724418662061e-11	0.10398557835300522
85	1.0118436798667364e-15	0.22917724363921338
86	1.6198714525836024e-12	0.13561823797425898
87	1.9234630442849912e-15	0.2429680094296771
88	3.673608113595078e-14	0.18268829956368965
89	2.4457059912913012e-14	0.17433914404182438
90	2.868119032357081e-07	0.07294919459067505
91	1.0397758624709591e-15	0.23989785174141426
92	8.32224855697251e-13	0.1399824266959881
93	8.947914117803538e-14	0.16567792287742636
94	1.3166098490158299e-12	0.13162736055225624
95	1.5552434409253228e-09	0.09740539604860554
96	4.4022592754791865e-15	0.23067590411245076
97	6.517564834050147e-14	0.16473589733445718
98	0.054601894857729656	0.0505740654062318
99	2.6530179170672582e-14	0.17342898272414478
100	3.9807553541853984e-12	0.11532898035441924
101	2.6837911365806695e-13	0.15541162045152185
102	2.8517752043321074e-15	0.22718841986215493
103	1.0656834792613011e-11	0.12145395200049997
104	2.170616005251876e-15	0.23170703018395983
105	5.343918682618565e-14	0.17467202315836056
106	0.04969445856357864	0.05316424856931126
107	1.3103144153484891e-15	0.23588744674875228
108	3.541254010231928e-14	0.1881793835033848
109	7.308359326791355e-15	0.2494645700902961
110	7.922250257911131e-09	0.08446810166906571
111	9.894575496156124e-08	0.07742714992577555
112	2.7894931510867905e-15	0.2365190926074327
113	1.0274438084864163e-14	0.18936363229798003
114	2.3479213322009983e-06	0.0632000345444125
115	8.983516770253317e-15	0.20109261052049326
116	1.036466776619407e-14	0.2007752376922493
117	3.265050846722896e-15	0.23460490710929666
118	1.3162534315811198e-14	0.19230495172569434
119	8.341980029949913e-08	0.07485419239443294
120	0.003418699515257727	0.05397602676795912
121	0.00021196150339356282	0.05524219737554386
122	0.00014537171545818772	0.05566129760415892
123	3.9825912997438305e-11	0.09924221352060919
124	6.8942119908619095e-15	0.22200558973657764
125	4.643329914728833e-14	0.1577662128683306
126	1.010464117637444e-13	0.1605643957371532
127	3.915960629062533e-15	0.21840617847192118
128	8.634708068379183e-08	0.07483466302398223
129	6.54523059708983e-11	0.10583673580222791
130	4.3947562888763205e-14	0.16715185429165758
131	1.7233572027117423e-15	0.2439191496639349
132	1.253162821398281e-13	0.162206043851142
133	0.1745721805447913	0.053729457874588604
134	4.802470373936581e-15	0.2101265345361233
135	6.764635963527035e-10	0.09659485476820409
136	8.755180740109292e-15	0.21142103912375582
137	4.141673494922223e-12	0.12757212881283436
138	9.063698701742292e-15	0.22270837091188572
139	1.1643140075403286e-14	0.1994243285474369
140	7.99242195240023e-14	0.1612480467980838
141	1.980531309088047e-08	0.07729104513213701
142	2.0819297897419503e-05	0.061983537902442334
143	1.8971930976926957e-07	0.07426869114814748
144	0.0002694356676745019	0.05891037570895235
145	7.007344771595461e-08	0.07149882582121858
146	5.682083088007022e-10	0.09514186772157095
147	1.0374399175867733e-14	0.19259779607653532
148	9.331893926679123e-14	0.1619433964108285
149	0.0005405824998139581	0.05251119603182317
150	2.7738754644282287e-06	0.06439485593789736
151	1.3308568187304109e-15	0.2434552660000544
152	1.3036764910583955e-13	0.16362009238398845
153	2.0507508051385055e-09	0.0906586469321981
154	1.4265600895806496e-10	0.10046514891406469
155	2.2762716355214002e-14	0.1987651708150186
156	1.0830154706730087e-08	0.08908589622186376
157	1.2185230176043123e-13	0.16627178545465154
158	1.8870973827322193e-15	0.24400399781766247
159	1.8803439500343967e-14	0.21936576029800708
160	4.72957552648395e-10	0.09796955182951723
161	5.958999841291877e-13	0.148753942853746
162	1.1083732123385797e-13	0.17399114367627594
163	1.6324835778368152e-15	0.21579617991003575
164	1.5223557649749093e-08	0.08135827892921685
165	0.0014036938307204168	0.053715240435481905
166	4.205111396807542e-06	0.06400442874384447
167	7.392328718177493e-13	0.14726902218740637
168	3.1508140367630655e-14	0.17126589233066608
169	7.196587150808067e-14	0.16377028741729627
170	1.4272437484171322e-11	0.11347248186443215
171	6.984930969453905e-16	0.24772323088248976
172	5.5780749932089345e-14	0.16594904384915937
173	9.524069570551196e-13	0.12602823452471007
174	2.901481017061249e-13	0.16018964382357936
175	6.184350901289871e-15	0.19906688618130042
176	3.005144572036421e-14	0.18384657869063692
177	2.13664428576455e-10	0.10298391153256188
178	9.135222723609568e-06	0.06326696688568832
179	2.512130254008146e-12	0.12401683958282127
180	2.2840501528773208e-14	0.17594350140431292
181	1.5431727834205138e-09	0.09203480198296793
182	1.105630933459126e-14	0.20055111074776277
183	9.07551803700985e-06	0.06330729627082299
184	6.895652217356613e-11	0.10206301971570819
185	1.9547405839655487e-15	0.21095091274866912
186	3.2800816180314705e-09	0.08868685652466556
187	2.885141374102624e-14	0.17789217617598801
188	8.307304363817269e-14	0.15493406182474673
189	2.7554811549211945e-15	0.23496159407987016
190	1.0356240228816736e-10	0.1026593540974222
191	8.827198949953133e-06	0.06319221813680476
192	7.768370566591436e-15	0.19701319265773393
193	6.7963157231891966e-15	0.20443560590864934
194	2.300434497981716e-15	0.2315631705007048
195	2.485225444272117e-15	0.2363944138393675
196	0.007267093106967327	0.0527903145951194
197	6.646912731706453e-11	0.09687241722428411
198	3.005144572036421e-14	0.17335567140033153
199	1.3637787980768475e-15	0.2398032641375233
200	1.3538349024817182e-15	0.24003522384941595
201	1.1241426113975014e-13	0.16133063763903127
202	3.555582073121444e-15	0.23312126995325494
203	2.1748946268603575e-14	0.1783132417892675
204	7.262080835638677e-13	0.12800154282824927
205	3.4219013572900505e-13	0.14719813341938195
206	2.66076153922203e-14	0.17086209658399465
207	9.200440001020497e-14	0.15990958430171254
208	1.2063756834409058e-15	0.23523628534129076
209	2.9033428763475955e-15	0.23374668712672125
210	1.9545698221194313e-12	0.128975122584711
211	2.3408583393711945e-15	0.2426525056881424
212	9.26495983155818e-09	0.08479113333609287
213	2.8871157999933313e-07	0.07526590388792748
214	9.780931436272345e-08	0.07701583160934627
215	2.4354505031258625e-13	0.15113243313537933
216	0.0012679981443508251	0.0543049610548396
217	1.3640454731592023e-15	0.2395940422435362
218	2.9387078423373724e-15	0.21542309423414652
219	0.006383971081647708	0.05300379614842448
220	4.788923625084662e-09	0.08523925111501104
221	1.394794234565498e-11	0.1164127148733674
222	1.3173922380891345e-07	0.07619936896218338
223	1.2500783952102241e-14	0.2118981384253164
224	9.261644552194407e-12	0.1189473305366587
225	1.6595880770201014e-15	0.23802149646667342
226	1.5827276203884766e-13	0.16640283598941602
227	4.51493791691668e-15	0.22576639688236882
228	8.304122423978272e-15	0.2189468890784444
229	3.0682884905767822e-15	0.23107846374172986
230	4.204869935111612e-13	0.1419760531633614
231	1.1075450670725972e-13	0.15926936320407464
232	4.837499010168345e-15	0.2097207182304079
233	1.4837276341207982e-10	0.10714377034682952
234	3.1771792866701247e-13	0.14805070452398555
235	5.333462305832171e-14	0.16982206152917567
236	0.019311043241298953	0.05310665511016715
237	6.438086534286897e-14	0.16869628163932743
238	5.686716817771379e-13	0.13673526979789166
239	8.809961455391222e-15	0.2114721057769683
240	1.4342639883330016e-11	0.1130489606190746
241	3.212467504010383e-15	0.22857774170503026
242	4.150417263618781e-14	0.1655714430569071
243	2.6844102335492672e-09	0.08680204032549302
244	1.1350655174589496e-14	0.2075858467651009
245	3.429111684239295e-14	0.1724062354089868
246	2.6029235700996465e-05	0.06078185441475059
247	1.3698478009986865e-12	0.13403873600022645
248	4.677613216661239e-14	0.1858137673130859
249	3.60666729350302e-15	0.2337203555955052
250	0.019646035176712328	0.05008040497827149
251	2.622497277541504e-15	0.24535182980621195
252	1.2030373775536243e-12	0.1253160629491549
253	8.636405016626834e-16	0.24475670767166452
254	3.157033325977291e-14	0.17094322019481062
255	1.7691228172788643e-15	0.21576916159613863
256	9.190311842543812e-14	0.16494230094162046
257	1.837359546889065e-13	0.17561523966147008
258	7.108952238800653e-11	0.10711525633913879
259	6.625454710474035e-14	0.1673666681312166
260	7.483025442788038e-15	0.20000435274053202
261	2.262921656213133e-15	0.22166276728580847
262	8.715712132600772e-15	0.20101643769353605
263	1.2362656012200283e-14	0.1896114496894606
264	3.2924247734528027e-15	0.22289588601091997
265	1.2335308110099435e-11	0.1145361993673493
266	2.282686757586363e-14	0.18415775815751745
267	1.5112327044975958e-12	0.14017478728266985
268	3.294225679701926e-12	0.12642055040630346
269	1.8205330694842178e-12	0.13216226998443714
270	2.4267074124065916e-12	0.1302959166939081
